 Date,PM2.5,PM10,NO2,SO2,CO,Ozone,NH3
25-06-2019,12.57,43.83,8.01,9.49,None,25.01,4.94
26-06-2019,9.16,34.11,3.16,9.51,0.36,30.51,6.82
27-06-2019,6.71,29.44,None,9.42,0.22,26.75,None
28-06-2019,2.9,18.61,3.32,9.49,0.18,26.26,5.98
29-06-2019,4.08,28.56,4.03,9.52,0.03,30.3,2.5
30-06-2019,5.93,37.2,6.72,9.52,0.16,39.17,1.58
01-07-2019,6.14,42.8,6.76,9.61,0.21,27.27,0.94
02-07-2019,6.27,34.15,9.67,9.69,0.22,29.47,0.95
03-07-2019,4.68,24.58,12.54,9.77,0.23,27.11,2.23
04-07-2019,10.14,28.32,8,9.83,0.21,26.5,3.06
05-07-2019,10.36,43.75,5.26,10.09,0.21,24.87,1.57
06-07-2019,10.79,57.81,4.81,9.99,0.19,24.85,2.04
07-07-2019,14.73,61.44,5.96,9.92,0.15,24.85,3.48
08-07-2019,68.13,303.18,None,9.55,0.06,29.93,None
09-07-2019,8.11,158.68,85.16,9.94,0.14,23.8,42.4
10-07-2019,5.49,45.1,2.92,9.83,0.15,22.47,7.35
11-07-2019,3.25,28.65,3.12,9.87,0.42,16.59,None
12-07-2019,8.54,43.72,9.31,9.9,0.23,6.31,14.66
13-07-2019,8.72,42.24,4.35,9.05,0.24,15.1,9.25
14-07-2019,12.63,43.98,3.51,7.49,0.19,7.01,6.7
15-07-2019,11.9,39.39,2.61,7.7,0.22,8.68,7.74
16-07-2019,13.18,49.68,3.55,7.68,0.19,9.34,6.43
17-07-2019,14.45,49.29,3.66,7.66,0.21,8.93,5.79
18-07-2019,14.61,47.1,4.69,7.71,0.23,8.9,5.67
19-07-2019,15.71,67.82,4.47,7.81,0.26,7.88,6.11
20-07-2019,23.29,83.23,7.69,7.81,0.29,8.24,7.35
21-07-2019,19.04,48.37,13.5,8.12,0.33,9.43,7.86
22-07-2019,27.23,48.46,13.91,8.41,0.43,16.15,8.4
23-07-2019,9.48,18.05,7.05,7.92,0.29,18.31,7.31
24-07-2019,5.32,15.28,4.21,8.13,0.27,10.9,9.9
25-07-2019,11.25,24.94,3.14,8.12,0.22,10.77,11.47
26-07-2019,15.43,43.49,3.65,7.93,0.26,12.65,7.51
27-07-2019,13.94,42.9,2.9,8.06,0.25,12.43,6.31
28-07-2019,15.55,45.47,2.48,8.04,0.22,14.54,5.99
29-07-2019,16.45,53.34,2.54,8.1,0.21,15.11,6.11
30-07-2019,15.52,50.4,3.34,8.15,0.23,12.46,5.75
31-07-2019,11.4,34.79,2.81,8.15,0.24,11.59,6.53
01-08-2019,11.8,31.62,2.69,8.11,0.23,10.6,6.89
02-08-2019,11.15,37.09,1.76,8.05,0.18,10.84,5.75
03-08-2019,10.42,33.38,1.88,8.13,0.18,9.86,4.85
04-08-2019,9.97,25.81,2.17,8.15,0.21,12.42,6.04
05-08-2019,11.8,37.71,2.65,8.02,0.19,10.57,5.93
06-08-2019,13.04,42.04,2.37,5.71,0.23,8.28,4.78
07-08-2019,11.87,37.26,2.59,1.83,0.26,12.32,4.34
08-08-2019,13.84,42.77,2.11,1.84,0.29,15.86,5.43
09-08-2019,20.7,68.25,3.93,1.8,0.32,15.48,4.2
10-08-2019,20.46,62.6,3.05,1.68,0.31,17.54,2.1
11-08-2019,24.04,123.69,2.96,1.93,0.29,19.46,3.38
12-08-2019,17.23,55.63,2.94,1.57,0.29,22.41,3.81
13-08-2019,15.57,51.59,3.41,1.68,0.32,21.69,2.26
14-08-2019,12.81,43.69,5.4,1.65,0.34,21.57,3.27
15-08-2019,16.22,56.78,4.36,1.69,0.34,24.86,2.67
16-08-2019,14.78,41.52,3.1,1.64,0.29,23.26,4.35
17-08-2019,14.56,47.3,4.46,1.77,0.31,22.67,2.98
18-08-2019,13.27,46.05,2.87,1.79,0.33,26.77,3.62
19-08-2019,13,45.32,3.95,1.66,0.36,22.9,2.78
20-08-2019,13.54,47.37,4.78,1.71,0.37,21.48,2.74
21-08-2019,12.33,59.01,4.97,1.85,0.39,20.89,2.89
22-08-2019,10.99,46.78,4.4,1.98,0.4,21.59,2.7
23-08-2019,11.58,42.25,5.41,3.86,0.42,20.57,2.69
24-08-2019,11.71,38.9,6.1,7.36,0.45,17.95,4.51
25-08-2019,10.8,38.11,2.89,8.33,0.35,23.86,5.95
26-08-2019,9.68,33.79,4.77,None,0.47,None,4.91
27-08-2019,13.24,50.09,3.6,10.79,0.42,18.29,14.09
28-08-2019,11.91,40.04,1.96,11.26,0.41,16.94,18.75
29-08-2019,9.37,28.51,2.05,13.79,0.39,16.79,23.94
30-08-2019,10.02,31.41,3.29,13.76,0.4,17.07,18.52
31-08-2019,10.23,30.71,4.41,15.59,0.45,14.11,15.37
01-09-2019,11.25,32.12,3.35,15.48,0.42,16.83,14.59
02-09-2019,11.88,30.74,3.1,14.84,0.44,17.64,10.3
03-09-2019,11.72,33.49,2.12,15.31,0.39,17.48,7.54
04-09-2019,8.38,14.81,3.68,18.84,0.38,8.14,8.29
05-09-2019,10.26,22.81,3.32,18.7,0.34,8.98,10.33
06-09-2019,6.51,13.91,2.79,18.27,0.31,10.61,10.35
07-09-2019,9.62,22.14,3.14,17.7,0.3,10.59,7.29
08-09-2019,8.22,21.97,2.9,17.31,0.28,11.62,5.84
09-09-2019,9.11,19.7,3.28,17.14,0.3,16.01,4.45
10-09-2019,14.62,39.94,3.04,17.68,0.32,12.03,4.08
11-09-2019,13.17,35.95,3.47,18.43,0.32,12.08,5.24
12-09-2019,11.76,29.73,3.92,18.99,0.4,9.83,4.95
13-09-2019,9.99,19.64,2.3,24.24,0.34,10.4,9.04
14-09-2019,11.54,27.56,2.7,23.55,0.37,8.6,8.69
15-09-2019,12.02,41.8,2.89,22.68,0.33,8.13,7.12
16-09-2019,11.28,26.34,7.6,22.49,0.42,12.58,3.43
17-09-2019,10.53,29.4,4.22,22.36,0.37,7.85,4.74
18-09-2019,10.7,26.28,6.03,15.92,0.27,6.31,4.87
19-09-2019,16.25,34.94,5.94,5.95,0.19,7.95,3.35
20-09-2019,22.01,27.67,10.61,6.5,0.32,23.4,6.36
21-09-2019,12.15,27.37,4.1,7.75,0.16,14.77,15.47
22-09-2019,10.28,18.58,2.07,5.76,0.11,13.5,11.52
23-09-2019,13.27,26.75,2.31,5.74,0.15,15.43,6.25
24-09-2019,17.81,49.97,4.89,5.85,0.22,9.48,6.34
25-09-2019,16.01,52.95,3.92,1.05,0.2,9.41,10.7
26-09-2019,15.75,25.94,10.77,5.16,0.34,15.42,6.66
27-09-2019,19.11,31.23,5.82,8.56,0.37,16.51,10.36
28-09-2019,6.82,12.72,1.4,7.29,0.12,14.97,7.78
29-09-2019,7.52,11.84,1.6,3.91,0.13,10.09,9.33
30-09-2019,7.64,14.14,1.54,3.72,0.12,8.6,5.72
01-10-2019,6.81,15.96,2.87,7.79,0.28,7.04,6.88
02-10-2019,10.1,30.69,2.84,8.76,0.35,4.34,10.27
03-10-2019,16.22,46.56,4.15,8.84,0.34,7.58,6.94
04-10-2019,18.12,60.81,7.61,9.22,0.41,6.6,5.49
05-10-2019,23.25,57.3,11.07,13.12,0.48,10.56,7.91
06-10-2019,38.21,76.4,15.14,17.43,0.58,17.93,11.83
07-10-2019,42.44,88.86,18.23,17.07,0.64,36.38,6.01
08-10-2019,53.06,96.57,17.06,14.31,0.59,27.86,5.97
09-10-2019,54.86,101.46,15.66,9.99,0.53,28.46,3.75
10-10-2019,23.63,48.86,18.18,10.1,0.43,19.31,6.99
11-10-2019,46.94,75.98,26,17.34,0.64,25.41,6.82
12-10-2019,34.25,63.57,23.22,18.06,0.5,29.73,5.9
13-10-2019,47.85,103.23,22.08,20.97,0.26,28.5,10.04
14-10-2019,44.85,85.47,25.16,24.24,0.56,30.83,10.27
15-10-2019,68.33,115.49,25.78,19.02,0.42,29.76,5.9
16-10-2019,56.59,121.32,29.34,20.17,0.42,16.33,9.67
17-10-2019,58.23,146.26,31.28,23.81,0.6,28.78,10.69
18-10-2019,65.32,143.26,27.28,17.93,0.64,54.7,9.01
19-10-2019,65.17,136.61,36.07,15.48,0.64,11.74,18.3
20-10-2019,31.93,54.93,24.76,8.93,0.56,5.99,15.42
21-10-2019,15.41,20.08,23.34,8.44,0.52,11.13,15.52
22-10-2019,20.75,33.92,15.98,6.09,0.48,33.77,9.2
23-10-2019,12.12,26.05,16.06,6.75,0.47,26.39,6.45
24-10-2019,18.55,27.78,13.36,9.35,0.42,12.08,13.54
25-10-2019,30.06,51.08,28.87,11.32,0.62,10.22,11.18
26-10-2019,19.46,34.59,27.11,8.6,0.48,6.68,10.3
27-10-2019,14.78,30.57,18.02,8.37,0.43,19.31,11.05
28-10-2019,20.17,41.53,11.15,4.44,0.37,26.53,4.06
29-10-2019,38.07,60.55,13.67,10.24,0.45,26.43,5.72
30-10-2019,50.84,93.32,20.32,41.66,0.58,39.57,3.91
31-10-2019,40.15,81.83,26.04,40.49,0.58,31.1,4.33
01-11-2019,24.96,77.34,28.97,44.2,0.48,16.87,4.79
02-11-2019,16.75,49.77,15.32,45.96,0.39,23.21,4.11
03-11-2019,13.15,24.81,9.93,47.6,0.34,16.94,6.79
04-11-2019,20.1,47.64,12.89,46.94,0.39,16.7,8.75
05-11-2019,30.17,59.37,14.4,27.72,0.43,23.41,2.85
06-11-2019,39.44,69.01,15.81,51.04,0.56,32.36,8.2
07-11-2019,58.94,90.57,22.9,36.46,0.6,26.19,6.23
08-11-2019,15.42,23.99,3.42,20.24,0.22,29.33,6.53
09-11-2019,18.54,42.88,9.25,12.06,0.37,29.9,4.51
10-11-2019,24.12,52.12,10.74,10.73,0.41,32.53,4.13
11-11-2019,50.77,87.89,18.86,10.02,0.52,36.81,3.56
12-11-2019,69.52,117.7,31.3,9.7,0.72,32.66,2.99
13-11-2019,81.61,149.73,33.09,11.04,0.66,54.69,2.51
14-11-2019,72.43,112.96,25.07,20.6,0.49,78.94,3.02
15-11-2019,71,130.5,31.64,50.19,0.37,55.35,6.35
16-11-2019,77.91,123.51,29.81,43.33,0.7,64.1,6.45
17-11-2019,83.64,129.82,31.59,63.45,0.69,41.27,10.31
18-11-2019,83.37,129.51,29.11,52.73,0.68,25.46,10.82
19-11-2019,80.7,122.83,29.86,31.61,0.65,57.21,10.34
20-11-2019,104.78,178.42,47.39,25.06,0.71,22.05,5.73
21-11-2019,103.24,167.59,65.1,31.52,0.73,49.9,5.28
22-11-2019,103.45,183.88,28.27,38.36,0.69,26.48,12.2
23-11-2019,91.7,157.51,34.92,89.57,0.54,49.78,10.09
24-11-2019,90.26,170.52,32.64,74.55,0.57,44.09,5.6
25-11-2019,85.65,142.07,26.9,62.14,0.6,54.2,5.37
26-11-2019,95.38,154.25,33.62,40.56,0.74,47.27,9.35
27-11-2019,93.32,165.66,43.94,66.55,0.61,58.26,7.98
28-11-2019,75.8,131.3,32.23,51.35,0.57,30.73,4.3
29-11-2019,76.14,127.24,37.2,44.87,0.64,55.34,9.41
30-11-2019,88.2,146.31,39.47,35.68,0.72,38.71,7.82
01-12-2019,92.38,158.7,40.68,46.6,0.5,37.51,8.98
02-12-2019,108.9,190.05,36.59,40.59,0.72,27.48,5.92
03-12-2019,70.95,119.6,28.28,29.1,0.67,43.58,8.49
04-12-2019,32.23,58.97,17.01,27,0.43,23.23,4.66
05-12-2019,54.07,130,18.6,28.39,0.55,16.22,6.75
06-12-2019,66.79,115.63,12.75,25.88,0.44,23.34,4.08
07-12-2019,91.3,152.44,25.58,17.34,0.3,51.01,11.27
08-12-2019,76.23,152.34,44.23,15.26,0.6,68.3,6.74
09-12-2019,97.76,158.01,40.47,19.52,0.63,69.34,5.53
10-12-2019,92.66,154.72,35.27,19.93,0.69,61.35,4.19
11-12-2019,92.39,158.06,41.6,26.47,0.7,67.15,7.73
12-12-2019,101.93,184.37,39.97,29.28,0.68,60.26,8.34
13-12-2019,100.81,175.6,32.82,34.62,0.58,57.28,8.65
14-12-2019,69.24,123.38,33.82,28.87,0.52,46.54,9.09
15-12-2019,58.39,118.99,32.02,23.72,0.49,42.49,7.49
16-12-2019,71.96,127.66,34.2,25,0.61,16.1,5.7
17-12-2019,95.64,161.38,36.59,24.2,0.7,47.86,7.99
18-12-2019,83.72,145.47,33.36,14.08,0.67,69.28,10.96
19-12-2019,83.8,148.23,39.72,16.73,0.68,58.96,7.61
20-12-2019,85.91,145.1,40.91,18.87,0.69,77.23,7.29
21-12-2019,99.76,160.94,45.26,18.16,0.69,68.5,9.83
22-12-2019,107.52,211.16,54.99,22,0.73,31.86,6.35
23-12-2019,102.29,168.8,40.88,25.34,0.7,8.82,4.35
24-12-2019,102.37,160.05,28.2,31.77,0.71,44.73,7.45
25-12-2019,132.01,219.4,41.54,24.98,0.72,44.37,6.83
26-12-2019,151.25,222.16,54.94,24.02,0.66,39.61,16.68
27-12-2019,97.45,171.1,31.44,20.03,0.68,55.92,14.35
28-12-2019,97.79,158.58,43,18.36,0.74,61.99,10.67
29-12-2019,84.33,140.22,46.46,17.21,0.74,52.65,9.32
30-12-2019,80.55,125.39,38.02,12.31,0.65,62.43,9.37
31-12-2019,89.2,140.92,34.71,14.73,0.63,77.63,9.96
01-01-2020,71.01,127.69,35.53,14.73,0.64,110.66,7.24
02-01-2020,96.13,163.7,51.59,16.99,0.77,65.75,8.63
03-01-2020,113.97,163.37,39.61,10.97,0.7,93.15,9.54
04-01-2020,94.73,147.18,45.37,10.72,0.69,81.32,9.1
05-01-2020,85.26,147.62,38.16,3.63,0.69,83.3,7.58
06-01-2020,96.68,156.24,48.64,10.11,0.71,65.62,10.19
07-01-2020,72.88,120,37.9,11.78,0.66,61.89,11.04
08-01-2020,98.73,168.89,42.73,18.43,0.64,23.14,12.85
09-01-2020,67.76,112.28,23.85,10.22,0.51,34.79,11.64
10-01-2020,66.81,128.74,46.07,17.2,0.65,30.76,10.16
11-01-2020,71.82,146.62,51.18,15.73,0.61,32.72,10.02
12-01-2020,78.32,133.49,43.22,7.69,0.59,50.14,10.64
13-01-2020,94.41,160.14,30.54,11.12,0.66,35.78,9.15
14-01-2020,71.86,120.85,32.38,6.48,0.49,25.02,7.58
15-01-2020,39.62,88.49,21.45,0.99,0.22,22.61,5.32
16-01-2020,28.74,72.11,19.9,4.19,0.25,81.98,7.5
17-01-2020,34.86,74.5,33.89,7.56,0.34,51,5.8
18-01-2020,46.5,93.14,42.51,8.08,0.45,60.87,6.37
19-01-2020,84.26,139.72,58.28,14.88,0.7,31.7,11.3
20-01-2020,92.04,157.3,52.15,10.43,0.69,14.63,15.01
21-01-2020,97.1,157.34,52.49,17.56,0.73,35.57,15.43
22-01-2020,102.37,127.28,36.14,13.41,0.72,63.06,11.82
23-01-2020,84.01,140.52,51.79,18.77,0.69,52.8,8.62
24-01-2020,94.55,174.08,54.26,17.37,0.7,62.88,10.51
25-01-2020,79.09,134.61,44.97,16.39,0.68,49.82,10.27
26-01-2020,95.93,162.07,43.84,19.5,0.72,75.69,14.02
27-01-2020,103.7,166.43,31.94,13.09,0.69,50.03,7.06
28-01-2020,41.79,73.78,14.35,12.9,0.41,52.42,11.48
29-01-2020,23.87,51.58,15.88,15.61,0.32,45.97,12.59
30-01-2020,19.01,104.48,16.46,9.18,0.3,68.5,6.78
31-01-2020,47.36,118.05,42.85,19.12,0.55,79.29,6.73
01-02-2020,55.92,122.4,45.49,14.97,0.57,72.08,8.85
02-02-2020,70.79,139.24,56.47,12.33,0.66,59.04,10.11
03-02-2020,79.38,135.54,42.98,16.05,0.67,46.66,12.94
04-02-2020,69.95,110.53,21.75,13.09,0.59,83.81,15.16
05-02-2020,78.13,126.55,32.6,12.79,0.61,99.44,12.38
06-02-2020,53.09,122,44.7,15.28,0.57,93.14,7.95
07-02-2020,38.66,92.53,21.73,11.7,0.42,94.4,10.63
08-02-2020,39.29,97.66,30.55,14.85,0.44,78.19,8.89
09-02-2020,63.09,121.43,42.89,13.46,0.61,69.43,8.9
10-02-2020,69.86,149.87,43.36,3.4,0.73,11.6,8.06
11-02-2020,60.93,114.98,44.6,None,None,None,7.18
12-02-2020,64.73,128.99,44.33,9.41,0.66,55.53,7.97
13-02-2020,67.55,133.88,47.93,21.44,0.76,42.23,15.29
14-02-2020,77.4,111.91,43.4,14.22,0.68,56.47,8.85
15-02-2020,62.7,129.56,49.63,16.5,0.65,18.62,13.99
16-02-2020,50.89,140.44,51.46,14.87,0.58,0.05,11.04
17-02-2020,65.24,127.69,39.17,11.74,0.62,0.07,8.5
18-02-2020,113.01,188.43,56.61,10.62,0.39,65.85,9.76
19-02-2020,122.76,199.19,55.44,15.82,0.59,75.84,15.56
20-02-2020,97.43,190.09,61.46,23.72,0.68,51.56,14.69
21-02-2020,65.78,120.57,44.68,16.94,0.58,32.67,11.83
22-02-2020,37.79,84.25,29.02,21,0.44,41.89,12.82
23-02-2020,69.24,142.98,44.79,22.27,0.64,81.76,8.95
24-02-2020,78.19,157.59,53.41,20.63,0.64,70.03,8.48
25-02-2020,82.48,146.59,48.31,17.15,0.65,60.05,10.43
26-02-2020,48.33,135.77,50.64,18.06,0.51,42.59,7.68
27-02-2020,47.04,129.82,55.36,25.03,0.48,45.54,7.94
28-02-2020,58.3,141.48,58.26,25.21,0.6,40.8,9.34
29-02-2020,76.5,172.11,87.89,24.58,0.63,30.7,8.88
01-03-2020,69.85,154.24,57.65,24.72,0.56,27.08,11.36
02-03-2020,42.5,131.45,23.38,18.45,0.38,16.54,9.85
03-03-2020,47.62,112.92,25.54,19.1,0.5,9.13,5.22
04-03-2020,44.98,126.83,20.16,36.27,0.39,18.91,6.43
05-03-2020,36.45,104.77,12.45,39.29,0.34,29,8.34
06-03-2020,41.78,110.49,21.43,45.97,0.41,23.14,10.37
07-03-2020,18.98,79.88,6.69,26.4,0.23,20.05,7.87
08-03-2020,31.55,125.58,11.78,21.23,0.28,25.27,6.78
09-03-2020,30.72,115.41,27.64,29.41,0.41,19.05,9.56
10-03-2020,38.67,122.47,17.64,21.59,0.4,22.44,10.11
11-03-2020,35.61,93.24,13.52,30.59,0.36,9.57,6.52
12-03-2020,20.28,77.4,5.9,19.49,0.2,17.38,4.67
13-03-2020,21.11,62.53,13.93,15.47,0.23,19.72,5.74
14-03-2020,26.74,98.25,20.47,17.38,0.28,26.97,7.03
15-03-2020,39.13,120.02,26.1,11.11,0.35,22.42,5.54
16-03-2020,48.53,134.63,40.82,24.38,0.58,9.01,9.01
17-03-2020,64.24,153.14,43.52,27.13,0.63,10.27,9.88
18-03-2020,74.56,156.62,53.22,17.93,0.61,116.78,8.7
19-03-2020,46.01,103.34,32.89,15.38,0.47,94.03,10.93
20-03-2020,31.06,74.78,24.61,10.56,0.4,77.05,6.89
21-03-2020,17.86,41.28,7.96,8.11,0.28,58.13,7.58
22-03-2020,20.11,50.52,11.45,13.41,0.29,69.25,11.4
23-03-2020,20.3,49.46,5.03,8,0.27,67.69,6.52
24-03-2020,23.65,54.75,5.8,8.13,0.3,73.36,6.43
25-03-2020,33.01,75.6,4.51,8.22,0.37,88.55,7.26
26-03-2020,27.98,67.02,4.54,10.25,0.36,76.1,8.62
27-03-2020,20.18,58.47,4.66,9.91,0.33,61.74,7.42
28-03-2020,21.91,62.26,4.3,10.64,0.35,79.87,6.33
29-03-2020,30.56,62.35,8.86,9,0.36,83.83,7.4
30-03-2020,23.56,58.99,3.73,6.95,0.3,96.18,8.34
31-03-2020,21.97,54.53,4.28,6.58,0.31,80.97,7.82
01-04-2020,23.37,52.57,4.93,7.32,0.31,70.55,7.49
02-04-2020,20.49,53.38,2.98,6.76,0.29,74.92,8.77
03-04-2020,25.06,69.14,4.07,6.85,0.32,78.95,8.24
04-04-2020,24.39,76.08,3.22,6.98,0.3,67.62,7.77
05-04-2020,23.09,71.29,3.71,7.89,0.31,66.3,7.13
06-04-2020,28.05,70.18,6.57,10.32,0.35,65.95,6.83
07-04-2020,20.56,53.96,4.19,10.45,0.29,59.43,7.25
08-04-2020,21.63,64.31,3.94,8.77,0.28,45.7,6.83
09-04-2020,None,None,None,None,None,None,None
10-04-2020,None,None,None,None,None,None,None
11-04-2020,None,None,None,None,None,None,None
12-04-2020,None,None,None,None,None,None,None
13-04-2020,None,None,None,None,None,None,None
14-04-2020,None,None,None,None,None,None,None
15-04-2020,None,None,None,None,None,None,None
16-04-2020,None,None,None,None,None,None,None
17-04-2020,None,None,None,None,None,None,None
18-04-2020,None,None,None,None,None,None,None
19-04-2020,None,None,None,None,None,None,None
20-04-2020,None,None,None,None,None,None,None
21-04-2020,13.05,76.6,3.68,10.65,0.68,37.17,11.67
22-04-2020,16.98,20.03,1.71,10.08,0.66,44.58,18.11
23-04-2020,20,27.23,3.7,15.34,0.6,44.94,11.75
24-04-2020,18.74,24.8,2.5,21.14,0.57,44.85,11.8
25-04-2020,20.6,23.51,3.98,23.93,0.58,40.72,12.75
26-04-2020,13.97,22.01,2.32,25.36,0.54,46.55,12.23
27-04-2020,15.59,23.52,5.05,23.61,0.52,47.54,10.42
28-04-2020,14.62,20.98,1.7,22.07,0.51,43.18,9
29-04-2020,20.15,25.32,2.84,24.94,0.54,48.39,9.02
30-04-2020,18.14,27.16,2.71,22.9,0.57,43.26,8.19
01-05-2020,18.15,28.48,4.28,26.34,0.68,41.83,8.19
02-05-2020,14.3,21.14,None,27.23,0.67,42.69,None
03-05-2020,10.78,18.27,2.4,26.81,0.66,40.08,6.31
04-05-2020,10.44,18.24,3.23,25.13,0.7,45.95,5.56
05-05-2020,10.1,15.48,3.11,27.32,0.7,40.46,4.8
06-05-2020,10.77,21.49,1.32,25.96,0.7,42.2,5.03
07-05-2020,10.78,30.12,1.89,30.07,0.7,42.81,4.65
08-05-2020,11.62,21.17,None,27.47,0.67,47.39,None
09-05-2020,14.91,29.82,None,30.1,0.69,44.32,None
10-05-2020,13.28,24.58,None,29.75,0.68,44.24,None
11-05-2020,13.17,24.3,12.41,26.9,0.67,42.77,3.03
12-05-2020,12.54,28.16,4.08,26.48,0.75,41.41,2.2
13-05-2020,14.33,30.75,3.97,29.28,0.68,41.76,4.13
14-05-2020,13.35,27.38,None,26.58,0.64,42.15,None
15-05-2020,12.4,24.16,None,28.73,0.68,39.7,None
16-05-2020,10.99,22.77,None,30.33,0.63,41.82,None
17-05-2020,None,60.53,11,25.79,0.67,41.73,1.89
18-05-2020,None,59.59,0.38,24.47,0.66,44.86,0.34
19-05-2020,None,41.27,6.43,21.83,0.64,45.06,1.75
20-05-2020,None,None,7.93,15.46,0.6,43.45,3.16
21-05-2020,15.18,22.25,15.33,14.23,0.59,41.68,7.64
