 Date,PM2.5,PM10,NO2,SO2,CO,Ozone,NH3
25-03-2022,63.23,160.34,17.29,21.56,0.68,2.75,14.49
26-03-2022,39.48,118.96,25.15,20.11,0.62,2.93,14.41
27-03-2022,33.03,92.8,13.84,17.34,0.53,3.07,15.02
28-03-2022,38.49,102.68,14.67,16.91,0.54,2.87,14.13
29-03-2022,40.13,97.81,11.74,15.07,0.5,2.99,16.46
30-03-2022,52.07,113.1,14.16,21.47,0.66,2.83,21.87
31-03-2022,44.89,105.47,15.43,14.72,0.5,2.95,17.32
01-04-2022,38.26,114.22,12.01,10.59,0.52,2.84,13.04
02-04-2022,97.15,283.59,12.23,10.28,0.64,2.99,10.44
03-04-2022,89.72,230.34,11.19,8.51,0.51,2.73,16.19
04-04-2022,62.41,183.84,10.8,5.75,0.5,2.8,17.76
05-04-2022,45.4,133.59,10.58,6.65,0.51,2.85,19.53
06-04-2022,34.31,98.83,9.01,8.97,0.52,2.71,21.52
07-04-2022,28.45,91.31,9.12,6.39,0.52,2.78,17.49
08-04-2022,24.41,79.34,12.41,6.66,0.54,2.96,16.08
09-04-2022,28.17,83.31,11.03,11.55,0.64,2.71,14.99
10-04-2022,28.93,61.4,8.64,12.2,0.54,3.23,20.33
11-04-2022,29.43,63.28,8.57,None,None,None,14.76
12-04-2022,31.61,71.77,12.73,13.68,0.08,2.19,18.89
13-04-2022,41.82,102.81,21.06,14.38,0.25,2.41,16.75
14-04-2022,47.03,112.81,15.03,12.92,0.17,2.14,12.55
15-04-2022,31.25,70.01,10.48,12.09,0.09,2.31,20.44
16-04-2022,31,72.91,9.11,9.9,0.08,2.44,16.74
17-04-2022,40.32,87.28,11.65,8.31,0.08,2.55,12.69
18-04-2022,28.85,76.7,9.56,6.13,0.04,2.5,11.57
19-04-2022,27.79,71.81,9.83,5.7,0.05,2.62,12.61
20-04-2022,37.68,83.43,10.09,12.72,0.09,2.76,22.11
21-04-2022,36.6,80.76,10.46,17.03,0.12,2.19,16.96
22-04-2022,54.6,117.55,21.09,19.35,0.37,1.43,26.53
23-04-2022,56.81,114.77,17.09,15.02,0.32,2.67,13.32
24-04-2022,56.7,110.79,17.29,None,None,None,28.79
25-04-2022,33.32,75.79,10.34,None,None,None,22.33
26-04-2022,49.07,113.07,20.26,17.46,0.66,1.09,17.95
27-04-2022,32.92,68.51,13,18.56,0.44,1.49,25.76
28-04-2022,34.79,79.85,15.35,20.94,0.23,2.27,28.57
29-04-2022,32.7,82.01,14.55,19.38,0.12,1.67,21.96
30-04-2022,27.15,67.2,11.28,20.35,0.05,1.82,19.05
01-05-2022,26.3,57.66,11.57,24.6,0.13,2.38,28.85
02-05-2022,18.72,47.2,8.94,22.39,0.09,1.99,21.71
03-05-2022,23.67,62.6,9.24,21.78,0.1,2.38,22.87
04-05-2022,34.77,80.4,7.88,11.45,0.09,1.95,17.45
05-05-2022,41.57,98.63,9.76,14.88,0.08,1.85,18.87
06-05-2022,40.67,97.13,9.31,13.05,0.03,2,19.9
07-05-2022,72.07,167.46,9.56,11.44,0.03,2.06,21.31
08-05-2022,85.48,189.28,8.46,8.48,0,14.79,18.16
09-05-2022,56.44,121.11,11.86,12.89,0.07,45.15,22.02
10-05-2022,39.01,97.54,9.03,12.79,0.03,3.21,17.53
11-05-2022,42.85,91.69,9.71,15.55,0.15,3.53,22.36
12-05-2022,43.53,99.64,9.96,18.39,0.37,22.15,18.41
13-05-2022,43.53,95.3,9.27,11.95,0.14,54.62,20.59
14-05-2022,45.79,108.88,8.28,12.43,0.02,17.11,23.1
15-05-2022,60.33,132.59,9.62,9.64,0.02,4.28,16.95
16-05-2022,41.96,96.04,8.95,13.68,0.02,5.04,23.14
17-05-2022,44.78,108.93,9.39,11.82,0.02,4.19,16.07
18-05-2022,85.77,200.32,9.37,16.1,0.03,3.58,20.95
19-05-2022,103.29,271.84,10.15,15.52,0.02,3.1,23.52
20-05-2022,87.97,253.47,10.5,13.38,0.02,3.34,21.26
21-05-2022,70.89,172.89,9.98,8.36,0.02,3.86,14.64
22-05-2022,50.22,123.1,9.63,8.51,0.02,2.94,13.36
23-05-2022,39.04,79.68,8.62,14.87,0.03,2.57,19.93
24-05-2022,21.35,58.64,8.74,10.35,0.02,3.53,14.44
25-05-2022,23.36,63.07,8.89,8.57,0.02,3.34,12.8
26-05-2022,26.36,74.61,8.52,8.37,0.02,2.32,11.96
27-05-2022,26.2,71.24,8.18,8.59,0.03,29.07,11.41
28-05-2022,18.09,54.87,8.43,8.58,0.03,8.7,11.1
29-05-2022,15.4,50.01,9.31,8.59,0.02,2.93,10.99
30-05-2022,19.39,59.73,9.32,8.99,0.03,3.51,11.05
31-05-2022,17.36,48.87,8.9,7.45,0.02,3.53,10.24
01-06-2022,27.07,None,9.44,7.21,0.03,2.17,10.11
02-06-2022,32.32,None,9.16,7.1,0.03,2.19,10.11
03-06-2022,39.34,None,9.39,7.45,0.03,2.5,9.96
04-06-2022,36.56,None,9.46,7.58,0.03,2.49,10.02
05-06-2022,23.92,None,9.29,7.82,0.03,2.75,10.2
06-06-2022,18.78,None,9.29,7.88,0.03,2.56,10.05
07-06-2022,23.33,None,9.24,8.71,0.03,2.69,10.73
08-06-2022,20.98,71.79,11.07,9.78,0.03,2.37,13.03
09-06-2022,14.54,35.55,9.96,16.62,0.04,3.04,21.67
10-06-2022,None,None,None,None,None,None,None
11-06-2022,None,None,None,None,None,None,None
12-06-2022,None,None,None,None,None,None,None
13-06-2022,None,None,None,None,None,None,None
14-06-2022,None,None,None,None,None,None,None
15-06-2022,None,None,None,None,None,None,None
16-06-2022,None,44,9.03,4.1,0.03,2.86,8.41
17-06-2022,None,None,None,None,None,None,None
18-06-2022,13.64,29.97,6.65,30.99,0.06,2.82,64.97
19-06-2022,22.16,40.18,8.32,36.99,0.05,1.84,39.3
20-06-2022,None,None,None,None,None,None,None
21-06-2022,None,None,None,None,None,None,None
22-06-2022,None,None,None,None,None,None,None
23-06-2022,None,None,None,None,None,None,None
24-06-2022,None,None,None,None,None,None,None
25-06-2022,10,22,9.14,25.84,0.04,1.63,11.23
26-06-2022,3.5,15.5,9.89,27.61,0.05,4.57,11.2
27-06-2022,7.33,16,8.45,27.18,0.04,1.66,10.32
28-06-2022,3.33,None,8.6,27.82,0.04,2.4,9.7
29-06-2022,None,None,None,None,None,None,None
30-06-2022,14.53,36.49,10.59,23.3,0.04,2.29,10.36
01-07-2022,6.98,26.26,11.02,23.02,0.04,2.33,11.38
02-07-2022,13.64,37.52,12.7,21.88,0.05,2.53,10.69
03-07-2022,29.59,78.08,8.06,33.78,0.04,2.75,14.93
04-07-2022,23.11,66.86,8.21,26.9,0.03,2.53,11.15
05-07-2022,12.94,42.82,8.91,24.74,0.04,2.53,10.42
06-07-2022,13.84,42.37,9.48,27.57,0.04,2.44,13.27
07-07-2022,13.68,40.58,9.06,22.65,0.04,2.51,10.54
08-07-2022,22.26,54.7,8.67,20.94,0.04,2.51,10.03
09-07-2022,26,64.11,8.95,20.92,0.04,2.63,11.43
10-07-2022,27.93,59.14,9.17,38.67,0.09,2.44,14.78
11-07-2022,21.65,59.22,7.16,44.38,0.02,2.46,12.92
12-07-2022,20.06,57.05,8.21,32.22,0.01,2.45,10.9
13-07-2022,16.3,51.08,8.02,34.09,0.02,3.93,12.77
14-07-2022,17.82,52.33,6.14,38.5,0.02,2.38,11.88
15-07-2022,None,None,None,None,None,None,None
16-07-2022,35.55,62.74,9.4,61.35,0.04,2.57,14.06
17-07-2022,21.06,47.72,8.57,56.04,0.02,2.42,13.18
18-07-2022,13.11,42.29,7.34,54.24,0.02,2.59,10.98
19-07-2022,14.81,49.42,6.24,75,0.03,2.41,17
20-07-2022,23.91,52,7.02,72.86,0.05,2.54,12.92
21-07-2022,14,38.3,7.85,94.02,0.03,2.35,11.36
22-07-2022,12.87,35.67,8,91.52,0.03,2.34,12.73
23-07-2022,17.65,44.92,6.78,2.9,0.03,2.25,17.72
24-07-2022,14.78,42.89,7.12,0.01,0.03,2.46,16.12
25-07-2022,13.36,37.6,6.45,None,0.02,2.44,13.59
26-07-2022,12.64,38.72,7.58,0.35,0.02,2.53,13.85
27-07-2022,11.31,33.59,7.72,37.22,0.03,2.32,17.4
28-07-2022,8.98,28.17,8.51,74.4,0.03,2.34,12.06
29-07-2022,11.37,36.43,10.99,75.85,0.04,2.27,12.96
30-07-2022,13.08,44.86,10.2,38.59,0.04,2.36,17.53
31-07-2022,9.38,38.8,7.85,24.57,0.03,2.69,13.8
01-08-2022,11.15,45.85,7.9,20.44,0.03,2.29,11.81
02-08-2022,11.58,43.08,7.98,17.41,0.03,2.46,12.64
03-08-2022,13.88,49.94,8.26,21.36,0.04,2.45,17.34
04-08-2022,12.8,35.84,11.19,23.99,0.04,2.45,15.11
05-08-2022,9.31,29.9,9.86,14.17,0.03,2.49,13.11
06-08-2022,7.11,25.52,9.23,14.65,0.04,2.46,13.95
07-08-2022,5.46,19.74,8.73,15.6,0.04,2.35,15.34
08-08-2022,4.12,17.45,8.37,8.91,0.03,2.39,11.44
09-08-2022,4.25,20.15,10.01,8.25,0.05,2.3,11.15
10-08-2022,5.88,39.73,8.54,10.37,0.02,2.22,13.07
11-08-2022,6,44.81,8.39,4.42,0,2.29,11.09
12-08-2022,6,51.81,7.77,2.63,0,2.36,10.82
13-08-2022,12.15,48.79,8.02,4.98,0.2,8.38,12.48
14-08-2022,12.08,42.97,8.32,28.59,0.02,2.29,12.7
15-08-2022,12.05,38.46,7.6,12.46,0.02,2.25,10.95
16-08-2022,11.96,36.94,7.4,4.28,0.02,2.21,10.5
17-08-2022,12.38,32.17,8.17,1.29,0.02,2.32,10.8
18-08-2022,14.84,34.9,7.58,56.88,0.03,2.28,13.38
19-08-2022,14.54,36.1,7.85,83.89,0.02,2.28,16.55
20-08-2022,14.01,34.63,7.99,25.75,0.04,2.32,15.25
21-08-2022,13.27,33.08,7.53,23.55,0.04,2.29,18.04
22-08-2022,11.28,35.56,6.72,5,0.02,2.4,13.3
23-08-2022,12.85,34.97,7.19,None,0.03,2.26,12.16
24-08-2022,14.73,33.84,7.71,0.87,0.03,2.37,15.23
25-08-2022,12.46,33.9,7.79,0.83,0.03,2.27,13.55
26-08-2022,12.97,39.31,8.09,None,0.03,2.26,11.82
27-08-2022,19.04,47,10.81,1.48,0.23,2.18,12.77
28-08-2022,23.39,64.79,9.16,0.57,0.27,2.25,10.2
29-08-2022,18.79,54.47,10.57,None,0.26,2.29,9.87
30-08-2022,18.38,47.81,15,None,0.28,2.25,9.45
31-08-2022,27.98,72.37,13.84,None,0.34,2.18,10.16
01-09-2022,25.81,70.11,10.03,None,0.29,2.06,10.36
02-09-2022,13.65,35.31,28.56,None,0.36,2.3,9.43
03-09-2022,33.84,57.81,None,2.6,0.78,1.14,None
04-09-2022,24.46,46.75,None,4.37,0.72,2.13,None
05-09-2022,16.1,37.95,None,3.61,0.41,2.35,None
06-09-2022,10.58,35.48,None,1.37,0.34,2.26,None
07-09-2022,10.2,32.99,None,0.25,0.33,2.22,None
08-09-2022,13.65,47.7,None,1.66,0.38,2.2,None
09-09-2022,19.43,34.71,None,1.21,0.54,2.27,None
10-09-2022,17.53,31.24,None,0.03,0.5,2.17,None
11-09-2022,7.8,21.7,5.09,5.8,0.4,2.2,6.95
12-09-2022,13.84,32.37,None,6.08,0.52,2.23,None
13-09-2022,6.48,20.45,None,5.79,0.41,2.13,None
14-09-2022,6.66,19.95,None,4.88,0.43,2.14,None
15-09-2022,5.48,22.93,None,3.61,0.32,2.18,None
16-09-2022,8.75,30.05,7.02,2.41,0.3,2.3,9.22
17-09-2022,7.55,28.58,6.52,3.09,0.36,2.24,9.42
18-09-2022,7.83,28.23,6.71,None,None,None,9.41
19-09-2022,10.61,33.31,7.37,None,None,None,8.85
20-09-2022,13.23,30.05,10.42,None,0.33,2.22,8.14
21-09-2022,14.46,36.39,10.68,None,None,None,9.05
22-09-2022,13.17,38.22,12.99,None,None,None,8.45
23-09-2022,14.37,37.35,17.49,None,None,1.89,9.14
24-09-2022,12.04,33.66,8.47,3.74,0.35,2.37,11.08
25-09-2022,8.33,22.59,8.71,1.14,0.37,2.16,9.23
26-09-2022,None,None,None,None,None,None,None
27-09-2022,2.5,19.33,23.5,8.64,0.56,2.5,28.65
28-09-2022,11.61,37.42,32.77,7.57,0.73,2.24,21.71
29-09-2022,20,51.81,38.7,8.39,0.78,2.17,26.17
30-09-2022,21.57,55.78,25.48,7.29,0.58,1.92,19.5
01-10-2022,22.15,54.66,13.84,None,0.45,1.97,8.66
02-10-2022,21.56,49.93,15.43,None,0.54,2.24,9.3
03-10-2022,7.35,24.08,9.91,None,0.39,2.34,15.69
04-10-2022,13.22,39.19,12.54,1.51,0.46,2.48,15.52
05-10-2022,21.17,57.21,14.98,1.58,0.52,2.62,17.1
06-10-2022,18.87,54.79,12.94,0.51,0.5,2.41,14.58
07-10-2022,10.5,35.52,11.88,0.21,0.52,2.55,13.66
08-10-2022,14.17,32.31,12.64,0.09,0.57,2.59,13.54
09-10-2022,8.35,22.9,10.18,0.07,0.46,2.36,13.93
10-10-2022,7.85,23.81,11.36,None,0.47,2.48,13.49
11-10-2022,18.86,46.65,17.81,None,0.58,2.57,12.68
12-10-2022,17.71,44.5,17.8,0.78,0.63,2.5,13.12
13-10-2022,30.34,54.82,29.09,2.07,0.78,2.09,12.92
14-10-2022,43.93,83,35.25,3.36,1.07,2.55,10.51
15-10-2022,36.41,67.02,34.62,8.78,0.98,2.17,12.52
16-10-2022,41.67,83.86,41.7,7.04,1.14,1.86,10.41
17-10-2022,40.12,96.75,38.75,4.82,1.03,1.35,11
18-10-2022,38.48,82.13,29.13,4.78,0.96,2.29,9.62
19-10-2022,15.4,39.95,19.92,8.56,0.83,2.46,24.11
20-10-2022,24.02,56.35,32.02,17.59,1.06,2.37,32.56
21-10-2022,25.88,59.47,10.99,2.25,0.78,2.02,4.64
22-10-2022,40.69,74.2,23.81,4.39,0.92,2.58,10.73
23-10-2022,32.76,64.37,26.19,4,0.81,2.38,14.68
24-10-2022,52.15,105.87,36.68,4.87,0.98,2.4,14.35
25-10-2022,74.62,137.57,40.65,5.78,1.1,2.54,15.47
26-10-2022,83.81,152.26,32.42,5.51,1.15,2.54,16.38
27-10-2022,71.62,146.49,41.2,5.81,1.16,2.46,15.03
28-10-2022,72.09,156.36,45.15,5.89,1.13,2.09,17.06
29-10-2022,59.22,140.76,41.64,6.42,1.16,1.81,19.38
30-10-2022,57.33,142.69,54.07,5.79,1.13,1.84,18.57
31-10-2022,47.15,107.67,49.69,5.45,0.93,1.31,18.2
01-11-2022,58.07,128.21,44.75,6.44,1.09,1.77,15.7
02-11-2022,65.2,155.46,56.88,5.86,1.22,1.43,16.49
03-11-2022,62.97,142.66,47.62,7.04,1.18,1.34,18.18
04-11-2022,61.7,146.34,54.79,8.31,1.22,1.63,17.29
05-11-2022,63.97,155.55,64.77,10.19,1.27,2.05,31.6
06-11-2022,60.91,138.2,87.46,11.17,1.18,2,35.75
07-11-2022,66.25,144.3,111.22,13.21,1.24,2.45,47.57
08-11-2022,79.12,154.1,160.54,15.73,1.35,2.4,49.19
09-11-2022,106.02,180.54,173.47,20.12,1.4,2.34,52.33
10-11-2022,None,179.85,145.79,22.62,1.45,2.33,54.4
11-11-2022,None,227.84,229.2,24.55,1.52,2.36,46.72
12-11-2022,None,149.32,130.99,17.86,1.26,2.61,51.12
13-11-2022,None,144.12,119.71,15.85,1.1,2.03,70.16
14-11-2022,None,146.74,106.54,14.76,1.07,2.37,49.98
15-11-2022,None,193.74,126.94,15.82,1.57,2.53,47.51
16-11-2022,None,210.05,144.67,16.46,1.62,2.5,49.41
17-11-2022,None,179.16,125.42,15.87,1.45,2.49,41.26
18-11-2022,None,154.09,127.84,15.65,1.2,2.3,42.34
19-11-2022,None,115,114.81,15.13,0.98,2.31,36.41
20-11-2022,None,130.94,133.25,14.48,1.05,2.41,36.48
21-11-2022,None,129.46,129.39,13.94,1.08,2.53,38.75
22-11-2022,None,113.52,106.79,13.17,1.04,2.53,34.21
23-11-2022,None,135.77,138.96,11.64,1.26,2.5,31.26
24-11-2022,None,151.41,126.81,11.06,1.31,2.34,38.05
25-11-2022,None,173.04,121.88,12.42,1.45,2.47,42.55
26-11-2022,None,212.07,155.8,13.27,1.63,2.4,43.49
27-11-2022,None,205.06,146.77,16.09,1.63,2.44,51.68
28-11-2022,None,204.13,135.99,18.56,1.69,2.26,50.52
29-11-2022,None,140.41,93.96,19.27,1.41,2.43,44.86
30-11-2022,None,144.69,95.5,17.2,1.34,2.33,39.09
01-12-2022,None,190.92,154.68,20.23,1.58,2.35,41.82
02-12-2022,None,142.55,94.85,19.72,1.35,2.42,42.72
03-12-2022,None,191.04,158.57,20.58,1.64,2.69,38.82
04-12-2022,None,180.41,143.38,22.2,1.53,2.58,40.31
05-12-2022,None,279.96,138.54,23.12,1.58,2.51,42.53
06-12-2022,None,195.12,115.32,20.75,1.71,2.49,48.85
07-12-2022,None,256.45,157.56,24.12,1.86,3.04,52.16
08-12-2022,None,None,None,None,None,None,None
09-12-2022,None,175.49,106.24,23.15,1.35,2.66,49.71
10-12-2022,None,109.76,108.15,18.91,1.03,2.67,35.56
11-12-2022,None,135.21,148.29,17.4,1.3,2.73,32.01
12-12-2022,None,169.68,151.86,17.88,1.41,2.59,37.6
13-12-2022,None,152.2,144.07,19.97,1.38,2.75,45.56
14-12-2022,None,110.29,122.42,22.75,1.25,2.51,55
15-12-2022,None,109.49,93.87,24.44,1.21,2.7,53.1
16-12-2022,None,104.28,92.38,26.23,1.47,2.64,58.62
17-12-2022,None,178.86,171.31,26.29,1.71,2.56,45.62
18-12-2022,None,None,None,None,None,None,None
19-12-2022,None,None,None,None,None,None,None
20-12-2022,None,None,None,None,None,None,None
21-12-2022,None,132.88,120.34,29.6,1.37,2.47,60.42
22-12-2022,None,168.64,180.3,31.07,1.54,2.4,55.12
23-12-2022,None,218.18,189,31.54,1.63,2.37,52.91
24-12-2022,None,126.11,97.4,29.87,1.1,2.37,52.55
25-12-2022,None,145.08,148.64,27.08,1.27,2.45,40.12
26-12-2022,None,154.63,124.01,26.84,1.36,2.52,46.87
27-12-2022,None,175.92,140.7,28.24,1.49,2.51,55.53
28-12-2022,None,203.55,126.68,26.84,1.67,2.47,45.16
29-12-2022,None,195.51,32.74,17.28,1.59,2.44,16.5
30-12-2022,None,227.32,23.52,18.58,1.64,2.34,18.7
31-12-2022,None,193.42,35.41,18.87,1.5,2.53,25.44
01-01-2023,None,136.67,26.94,16.86,1.17,2.38,18.38
02-01-2023,None,127.8,25.25,16,1.11,2.08,17.15
03-01-2023,None,148.56,36.46,16.3,1.37,2.06,18.94
04-01-2023,None,170.16,31.37,17.96,1.39,2.39,18
05-01-2023,None,164.51,40.74,17.28,1.42,2.48,17.21
06-01-2023,None,203.93,28.97,17.9,1.57,2.53,13.23
07-01-2023,None,225.08,31.26,18.03,1.58,2.77,16.78
08-01-2023,None,205.62,29.96,18.45,1.43,2.39,19.01
09-01-2023,None,196.5,24.67,18.59,1.36,2.38,16.71
10-01-2023,None,118.88,23.45,19.34,1.14,2.46,16.72
11-01-2023,None,128.72,25.18,19.21,1.24,2.47,13.63
12-01-2023,None,186.04,35.4,19.13,1.48,2.58,11.24
13-01-2023,None,None,None,None,None,None,None
14-01-2023,None,300.64,21.62,17.25,0.69,3.02,11.84
15-01-2023,None,200.27,26.69,16.61,0.9,2.75,12.49
16-01-2023,None,169.18,37.57,16.82,1.21,3.02,12.2
17-01-2023,None,179.63,32.31,17.08,1.28,2.65,11.89
18-01-2023,None,216.2,38.35,19.67,1.54,2.58,13.29
19-01-2023,None,225.36,43.06,21.08,1.68,2.61,16.09
20-01-2023,106.67,207.98,20.22,19.8,1.64,6.39,12.33
21-01-2023,80.94,158.36,None,17.04,1.34,10.89,20.55
22-01-2023,70.63,146.16,2.22,19.63,1.24,10.8,16.02
23-01-2023,51.75,118.88,3.59,19.7,1.02,10.79,8.24
24-01-2023,61.3,140.63,3.23,18.21,1.11,10.64,8.54
25-01-2023,62.52,134.7,3.91,17.54,1.12,10.72,7.97
26-01-2023,74.89,158.82,3.97,17.45,1.15,11.01,7.88
27-01-2023,92.85,179.73,3.65,17.88,1.35,10.7,8.16
28-01-2023,96.88,185.56,3.2,18.78,1.51,10.91,8.57
29-01-2023,75.1,156.38,2.68,23.65,1.52,11.2,9.01
30-01-2023,63.63,132.07,2.91,22.08,1.33,11.12,8.83
31-01-2023,67.31,126.29,3.23,19.07,1.14,10.91,8.53
01-02-2023,90.06,164.2,3.62,18.68,1.36,11.03,8.22
02-02-2023,77.67,144.08,4.29,19.61,1.23,11.3,7.62
03-02-2023,64.14,132.11,5.17,18.89,1.2,11.15,6.86
04-02-2023,74.11,155.33,4.27,20.26,1.33,10.82,7.66
05-02-2023,78.72,167.07,4.13,20.95,1.46,10.86,7.77
06-02-2023,90.58,183.17,4.9,21.74,1.66,10.89,7.08
07-02-2023,70.03,134.72,4.95,20.25,1.28,10.69,7.04
08-02-2023,62.76,121.8,5.9,19.11,0.99,10.96,11.13
09-02-2023,94,184.79,None,18.35,1.43,10.9,17.55
10-02-2023,107.37,207.16,1.74,20.81,1.65,11.17,16.54
11-02-2023,78.79,151.17,2.66,18.65,1.22,11.02,9.07
12-02-2023,57.92,119.48,2.38,23,1.16,11.19,9.89
13-02-2023,68.17,147.94,None,23.24,1.52,11.18,12.66
14-02-2023,54.37,124.13,2.76,21,1.04,11.13,11.2
15-02-2023,81.13,177.9,3.57,22.61,1.49,11.26,8.23
16-02-2023,100.25,213.02,4.82,23.9,1.74,11.12,9.41
17-02-2023,83.38,187.17,None,22.98,1.44,11.25,21.83
18-02-2023,97.54,217.6,None,24.16,1.53,10.91,25.05
19-02-2023,83.3,183.17,None,30.57,1.46,11.12,28.17
20-02-2023,88.3,194.48,None,28.6,1.55,11.28,27.08
21-02-2023,72.43,128.22,None,26.27,1.38,11.09,29.05
22-02-2023,84.94,159.51,None,26.08,1.43,10.41,25.9
22-02-2023,44.25,102.44,None,25,1.13,10.68,15.13
